403.563 0 403.563
568.177 0 568.177
266.667 0 266.667
874.755 0 874.755
908.335 0 908.335
1136.48 0 1136.48
895.614 0 895.614
3370.85 0 3370.85
1088.21 0 1088.21
1110.12 0 1110.12
1549.2 0 1549.2
11574.6 0 11574.6
1357.81 0 1357.81
2489.44 0 2489.44
4505.89 0 4505.89
2972.81 0 2972.81
1418.01 0 1418.01
7690.73 0 7690.73
2039.69 0 2039.69
1136.48 0 1136.48
2182.97 0 2182.97
1702.2 0 1702.2
1038.54 0 1038.54
2451.88 0 2451.88
2033.78 0 2033.78
3134.45 0 3134.45
2931.9 0 2931.9
4710.57 0 4710.57
1316.19 0 1316.19
1192.47 0 1192.47
2942.43 0 2942.43
10447.6 0 10447.6
3195.92 0 3195.92
4750.87 0 4750.87
760.624 0 760.624
4750.87 0 4750.87
6103.12 0 6103.12
2005.46 0 2005.46
1675.29 0 1675.29
1733.24 0 1733.24
576.658 0 576.658
799.532 0 799.532
2840.93 0 2840.93
1578.66 0 1578.66
2066.45 0 2066.45
6196.8 0 6196.8
8605.54 0 8605.54
11574.6 0 11574.6
8605.54 0 8605.54
2703.22 0 2703.22
1108.81 0 1108.81
2214.47 0 2214.47
1182.76 0 1182.76
9082.4 0 9082.4
10447.6 0 10447.6
9082.4 0 9082.4
1881.19 0 1881.19
1089.82 0 1089.82
2080.43 0 2080.43
2777.76 0 2777.76
2050.32 0 2050.32
1260.1 0 1260.1
2554.62 0 2554.62
674.754 0 674.754
1576.4 0 1576.4
824.819 0 824.819
1926.28 0 1926.28
1008.02 0 1008.02
2167.01 0 2167.01
938.015 0 938.015
1720.51 0 1720.51
1701.2 0 1701.2
1090.98 0 1090.98
3195.92 0 3195.92
2074.51 0 2074.51
8298.05 0 8298.05
5267.05 0 5267.05
2421.75 0 2421.75
5696.75 0 5696.75
1063.04 0 1063.04
855.411 0 855.411
2403.73 0 2403.73
555.206 0 555.206
985.866 0 985.866
794.653 0 794.653
1223.61 0 1223.61
1288.89 0 1288.89
571.68 0 571.68
679.217 0 679.217
395.375 0 395.375
963.094 0 963.094
1755.42 0 1755.42
1356.68 0 1356.68
357.013 0 357.013
394.863 0 394.863
1241.04 0 1241.04
