120.545 0 120.545
100 0 100
171.979 0 171.979
118.623 0 118.623
233.238 0 233.238
234.998 0 234.998
323.851 0 323.851
697.015 0 697.015
293.449 0 293.449
229.549 0 229.549
320.34 0 320.34
2393.38 0 2393.38
2459.75 0 2459.75
560.943 0 560.943
836.988 0 836.988
667.924 0 667.924
1172.27 0 1172.27
1715.85 0 1715.85
1172.85 0 1172.85
614.937 0 614.937
612.594 0 612.594
351.976 0 351.976
434.587 0 434.587
1715.85 0 1715.85
545.328 0 545.328
1590.27 0 1590.27
1590.27 0 1590.27
1590.27 0 1590.27
272.158 0 272.158
272.158 0 272.158
1088.63 0 1088.63
1527.58 0 1527.58
527.194 0 527.194
982.374 0 982.374
301.572 0 301.572
982.374 0 982.374
1261.99 0 1261.99
505.764 0 505.764
2458.85 0 2458.85
576.833 0 576.833
315.049 0 315.049
246.598 0 246.598
666.271 0 666.271
326.431 0 326.431
1077.67 0 1077.67
1281.36 0 1281.36
1779.43 0 1779.43
2393.38 0 2393.38
1779.43 0 1779.43
302.734 0 302.734
195.375 0 195.375
457.902 0 457.902
256.957 0 256.957
2160.34 0 2160.34
2160.34 0 2160.34
1878.04 0 1878.04
1173.8 0 1173.8
397.715 0 397.715
430.187 0 430.187
574.379 0 574.379
423.961 0 423.961
260.56 0 260.56
568.268 0 568.268
227.697 0 227.697
345.137 0 345.137
177.724 0 177.724
1279.84 0 1279.84
450.551 0 450.551
448.09 0 448.09
203.052 0 203.052
415.392 0 415.392
1253.82 0 1253.82
455.404 0 455.404
660.844 0 660.844
428.963 0 428.963
1715.85 0 1715.85
1089.11 0 1089.11
500.765 0 500.765
1177.96 0 1177.96
176.88 0 176.88
176.88 0 176.88
497.038 0 497.038
314.636 0 314.636
1214.39 0 1214.39
298.861 0 298.861
460.346 0 460.346
2459.75 0 2459.75
887.801 0 887.801
745.317 0 745.317
253.192 0 253.192
1260.2 0 1260.2
1904.29 0 1904.29
480.663 0 480.663
253.492 0 253.492
366.223 0 366.223
186.372 0 186.372
